Family,Genus,Species,Infraspecific rank,Infraspecific epithet,Authorship_edit,edited
Lamiaceae,Leucas,nyassae,var.,velutina,(C.H.Wright ex Baker) Sebald,(C.H.Wright ex Baker) Sebald
Leguminosae,Machaerium,nyctitans,var.,gardneri,(Benth.) Rudd,(Benth.) Rudd
Euphorbiaceae,Euphorbia,nyikae,var.,neovolkensii,(Pax) S.Carter,(Pax) S.Carter
Thymelaeaceae,Wikstroemia,oahuensis,var.,palustris,(Hochr.) B. Peterson,(Hochr.) B. Peterson
Onagraceae,Oenothera,oakesiana,var.,nobska,(Sturtev.) R.R. Gates,(Sturtev.) R.R. Gates
Onagraceae,Oenothera,oakesiana,var.,tidestromii,(Bartlett) R.R. Gates,(Bartlett) R.R. Gates
Poaceae,Lasiacis,oaxacensis,var.,maxonii,(Swallen) Davidse,(Swallen) Davidse
Aquifoliaceae,Ilex,obcordata,var.,vaccinioides,(Loes.) P.A. Gonzalez,(Loes.) P.A. Gonzalez
Leguminosae,Christia,obcordata,var.,siamensia,(Craib) Ohashi,(Craib) Ohashi
Aizoaceae,Conophytum,obcordellum,var.,ceresianum,(L.Bolus) S.A.Hammer,(L.Bolus) S.A.Hammer
Gesneriaceae,Petrocosmea,oblata,var.,latisepala,(W.T. Wang) W.T. Wang,(W.T. Wang) W.T. Wang
Plantaginaceae,Chelone,obliqua,var.,erwiniae,Pennell & Wherry,Pennell & Wherry
Plantaginaceae,Chelone,obliqua,var.,speciosa,Pennell & Wherry,Pennell & Wherry
Violaceae,Viola,obliqua,var.,crenulata,(Greene) Farw.,(Greene) Farw.
Orchidaceae,Gastrochilus,obliquus,var.,suavis,(Seidenf.) Z.H.Tsi,(Seidenf.) Z.H.Tsi
Rosaceae,Cydonia,oblonga,var.,maliformis,(Mill.) Rehder,(Mill.) Rehder
Euphorbiaceae,Euphorbia,oblongata,var.,sessiliflora,Boiss.,Boiss.
Boraginaceae,Mertensia,oblongifolia,var.,amoena,(A. Nelson) L.O. Williams,(A. Nelson) L.O. Williams
Boraginaceae,Mertensia,oblongifolia,var.,nevadensis,(A. Nelson) L.O. Williams,(A. Nelson) L.O. Williams
Caprifoliaceae,Lonicera,oblongifolia,var.,altissima,(Jenn.) Rehder,(Jenn.) Rehder
Compositae,Brickellia,oblongifolia,var.,linifolia,(D.C.Eaton) B.L.Rob.,(D.C.Eaton) B.L.Rob.
Lamiaceae,Stachys,oblongifolia,var.,leptopoda,(Hayata) C.Y.Wu,(Hayata) C.Y.Wu
Leguminosae,Hymenaea,oblongifolia,var.,davisii,(Sandwith) Lee & Langenh.,(Sandwith) Lee & Langenh.
Leguminosae,Hymenaea,oblongifolia,var.,palustris,(Ducke) Lee & Langenh.,(Ducke) Lee & Langenh.
Leguminosae,Vigna,oblongifolia,var.,parviflora,(Baker) Verdc.,(Baker) Verdc.
Melastomataceae,Dichaetanthera,oblongifolia,var.,rosea,(Cogn.) H. Perrier,(Cogn.) H. Perrier
Crassulaceae,Crassula,obovata,var.,dregeana,(Harv.) Toelken,(Harv.) Toelken
Pentaphylacaceae,Eurya,obovata,var.,reticulata,(Korth.) de Wit,(Korth.) de Wit
Rubiaceae,Gaertnera,obovata,var.,sphaerocarpa,(Baker) Malcomber,(Baker) Malcomber
Solanaceae,Brunfelsia,obovata,var.,coriacea,J.A.Schmidt,J.A.Schmidt
Urticaceae,Oreocnide,obovata,var.,paradoxa,(Gagnep.) C.J. Chen,(Gagnep.) C.J. Chen
Leguminosae,Dalea,obovatifolia,var.,uncifera,(Schltdl. & Cham.) Barneby,(Schltdl. & Cham.) Barneby
Proteaceae,Helicia,obovatifolia,var.,mixta,(H.L. Li) Sleumer,(H.L. Li) Sleumer
Lamiaceae,Ocimum,obovatum,var.,galpinii,(Grke) A.J.Paton,(Grke) A.J.Paton
Cyperaceae,Carex,obscura,var.,brachycarpa,C.B.Clarke,C.B.Clarke
Sapotaceae,Payena,obscura,var.,havilandii,(King & Gamble) J.T.Pereira,(King & Gamble) J.T.Pereira
Hymenophyllaceae,Cephalomanes,obscurum,var.,siamense,(Regalado) K. Iwats.,(Regalado) K. Iwats.
Leguminosae,Crotalaria,obtecta,var.,glabrescens,(Benth.) Baker,(Benth.) Baker
Vitaceae,Tetrastigma,obtectum,var.,glabrum,(H. Lv.) Gagnep.,(H. Lv.) Gagnep.
Apocynaceae,Plumeria,obtusa,var.,sericifolia,(C.Wright ex Griseb.) Woodson,(C.Wright ex Griseb.) Woodson
Brassicaceae,Descurainia,obtusa,var.,brevisiliqua,Detling,Detling
Primulaceae,Ardisia,obtusa,var.,montana,(Pit.) C.M.Hu & J.E.Vidal,(Pit.) C.M.Hu & J.E.Vidal
Cupressaceae,Chamaecyparis,obtusa,var.,formosana,(Hayata) Hayata,(Hayata) Hayata
Gesneriaceae,Primulina,obtusidentata,var.,mollipes,(W.T.Wang) Mich.Mller & A.Weber,(W.T.Wang) Mich.Mller & A.Weber
Convolvulaceae,Cuscuta,obtusiflora,var.,glandulosa,Engelm.,Engelm.
Lamiaceae,Scutellaria,obtusifolia,var.,trinervata,(Vaniot) C.Y.Wu & H.W.Li,(Vaniot) C.Y.Wu & H.W.Li
Piperaceae,Peperomia,obtusifolia,var.,alveolata,(Trel.) A. H. Liogier,(Trel.) A. H. Liogier
Piperaceae,Peperomia,obtusifolia,var.,cuneata,(Miq.) Griseb.,(Miq.) Griseb.
Piperaceae,Peperomia,obtusifolia,var.,emarginata,(Ruiz & Pav.) Dahlst.,(Ruiz & Pav.) Dahlst.
Piperaceae,Peperomia,obtusifolia,var.,emarginulata,(C.DC.) C.DC.,(C.DC.) C.DC.
Lauraceae,Lindera,obtusiloba,var.,heterophylla,(Meisn.) H.B. Cui                                            ,(Meisn.) H.B. Cui                                            
Ranunculaceae,Anemone,obtusiloba,var.,leiophylla,"(W.T.Wang) Ziman, Ehrend. & Bulakh","(W.T.Wang) Ziman, Ehrend. & Bulakh"
Ranunculaceae,Anemone,obtusiloba,var.,potentilloides,Cambess. ex Lauener,Cambess. ex Lauener
Urticaceae,Elatostema,obtusum,var.,trilobulatum,(Hayata) W.T.Wang,(Hayata) W.T.Wang
Polemoniaceae,Polemonium,occidentale,var.,lacustre,(Wherry) Lakela,(Wherry) Lakela
Ranunculaceae,Thalictrum,occidentale,var.,megacarpum,(Torr. ex Rydb.) H. St. John,(Torr. ex Rydb.) H. St. John
Compositae,Dendranthema,occidentali-japonense,var.,ashizuriense,(Kitam.) H.Koyama,(Kitam.) H.Koyama
Amaryllidaceae,Hymenocallis,occidentalis,var.,eulae,(Shinners) Ger.L.Sm. & W.S.Flory,(Shinners) Ger.L.Sm. & W.S.Flory
Boraginaceae,Lappula,occidentalis,var.,cupulata,(A.Gray) L.C.Higgins,(A.Gray) L.C.Higgins
Brassicaceae,Physaria,occidentalis,var.,goodrichii,(Rollins) S.L. Welsh,(Rollins) S.L. Welsh
Bromeliaceae,Pitcairnia,occidentalis,var.,alversonii,(L.B.Sm. & Read) G.S.Varad. & Forero,(L.B.Sm. & Read) G.S.Varad. & Forero
Cactaceae,Opuntia,occidentalis,var.,covillei,(Britton & Rose) Parish,(Britton & Rose) Parish
Cactaceae,Opuntia,occidentalis,var.,megacarpa,(Griffiths) Munz,(Griffiths) Munz
Cannabaceae,Celtis,occidentalis,var.,canina,(Raf.) Sarg.,(Raf.) Sarg.
Cannabaceae,Celtis,occidentalis,var.,pumila,(Muhl.) Pursh,(Muhl.) Pursh
Commelinaceae,Tradescantia,occidentalis,var.,scopulorum,(Rose) E.S.Anderson & Woods.,(Rose) E.S.Anderson & Woods.
Convolvulaceae,Calystegia,occidentalis,var.,tomentella,(Greene) Brummitt,(Greene) Brummitt
Hydrangeaceae,Philadelphus,occidentalis,var.,minutus,(Rydb.) S.Y. Hu,(Rydb.) S.Y. Hu
Hypoxidaceae,Hypoxis,occidentalis,var.,quadriloba,(F.Muell.) R.J.F.Hend.,(F.Muell.) R.J.F.Hend.
Iridaceae,Patersonia,occidentalis,var.,angustifolia,Benth.,Benth.
Polygonaceae,Rumex,occidentalis,var.,procerus,(Greene) J.T. Howell,(Greene) J.T. Howell
Ranunculaceae,Clematis,occidentalis,var.,grosseserrata,(Rydb.) J.S.Pringle,(Rydb.) J.S.Pringle
Ranunculaceae,Ranunculus,occidentalis,var.,brevistylus,Greene,Greene
Ranunculaceae,Ranunculus,occidentalis,var.,nelsonii,(DC.) L.D. Benson,(DC.) L.D. Benson
Rosaceae,Rubus,occidentalis,var.,leucodermis,(Douglas ex Torr. & A. Gray) Focke,(Douglas ex Torr. & A. Gray) Focke
Saxifragaceae,Saxifraga,occidentalis,var.,allenii,(Small) C.L. Hitchc.,(Small) C.L. Hitchc.
Saxifragaceae,Saxifraga,occidentalis,var.,dentata,(Engl. & Irmsch.) C.L. Hitchc.,(Engl. & Irmsch.) C.L. Hitchc.
Saxifragaceae,Saxifraga,occidentalis,var.,rufidula,(Small) C.L. Hitchc.,(Small) C.L. Hitchc.
Urticaceae,Pouzolzia,occidentalis,var.,palmeri,(S. Watson) Friis & Wilmot-Dear,(S. Watson) Friis & Wilmot-Dear
Leguminosae,Chamaecrista,ochnacea,var.,latifolia,(Benth.) H.S.Irwin & Barneby,(Benth.) H.S.Irwin & Barneby
Leguminosae,Chamaecrista,ochnacea,var.,mollis,(H.S.Irwin & Barneby) H.S.Irwin,(H.S.Irwin & Barneby) H.S.Irwin
Leguminosae,Chamaecrista,ochnacea,var.,purpurascens,(Benth.) H.S.Irwin & Barneby,(Benth.) H.S.Irwin & Barneby
Leguminosae,Chamaecrista,ochnacea,var.,speluncae,(H.S.Irwin & Barneby) H.S.Irwin,(H.S.Irwin & Barneby) H.S.Irwin
Apocynaceae,Dictyophleba,ochracea,var.,glabrata,Pichon,Pichon
Leguminosae,Oxytropis,ochrantha,var.,diversicolor,(H.C. Fu & Ma) G.Z. Qian,(H.C. Fu & Ma) G.Z. Qian
Compositae,Cirsium,ochrocentrum,var.,martinii,(Barlow-Irick) D.J.Keil,(Barlow-Irick) D.J.Keil
Polygonaceae,Eriogonum,ochrocephalum,var.,calcareum,(S.Stokes) M.Peck,(S.Stokes) M.Peck
Iridaceae,Gladiolus,ochroleucus,var.,macowanii,(Baker) Oberm.,(Baker) Oberm.
Pittosporaceae,Pittosporum,ochrosiifolium,var.,madagascariense,(Danguy) Cufod.,(Danguy) Cufod.
Phyllanthaceae,Aporosa,octandra,var.,chinensis,(Champ. ex Benth.) Schot,(Champ. ex Benth.) Schot
Phyllanthaceae,Aporosa,octandra,var.,malesiana,Schot,Schot
Phyllanthaceae,Aporosa,octandra,var.,yunnanensis,(Pax & K.Hoffm.) Schot,(Pax & K.Hoffm.) Schot
Caryophyllaceae,Cerastium,octandrum,var.,adnivale,(Chiov.) Mschl,(Chiov.) Mschl
Potamogetonaceae,Potamogeton,octandrus,var.,mizuhikimo,(Makino) H.Hara,(Makino) H.Hara
Oleaceae,Jasminum,octocuspe,var.,sambiranense,H.Perrier,H.Perrier
Rosaceae,Dryas,octopetala,var.,argentea,Blytt,Blytt
Rosaceae,Dryas,octopetala,var.,asiatica,(Nakai) Nakai,(Nakai) Nakai
Lamiaceae,Stachys,ocymastrum,var.,bicolor,Faure & Maire,Faure & Maire
Lamiaceae,Stachys,ocymastrum,var.,rifana,(Font Quer & Maire) Guarr.,(Font Quer & Maire) Guarr.
Lamiaceae,Leonotis,ocymifolia,var.,raineriana,(Vis.) Iwarsson,(Vis.) Iwarsson
Lamiaceae,Leonotis,ocymifolia,var.,schinzii,(Grke) Iwarsson,(Grke) Iwarsson
Caryophyllaceae,Silene,odontopetala,var.,congesta,Boiss.,Boiss.
Orchidaceae,Corallorhiza,odontorhiza,var.,pringlei,(Greenm.) Freudenst.,(Greenm.) Freudenst.
Amaranthaceae,Hermbstaedtia,odorata,var.,aurantiaca,C.C. Towns.,C.C. Towns.
Annonaceae,Cananga,odorata,var.,fruticosa,(Craib) J.Sinclair,(Craib) J.Sinclair
Compositae,Pluchea,odorata,var.,succulenta,(Fernald) Cronquist,(Fernald) Cronquist
Nymphaeaceae,Nymphaea,odorata,var.,gigantea,Tricker,Tricker
Nymphaeaceae,Nymphaea,odorata,var.,maxima,(Conard ex L.H. Bailey) B. Boivin,(Conard ex L.H. Bailey) B. Boivin
Orchidaceae,Polystachya,odorata,var.,trilepidis,Summerh.,Summerh.
Lindsaeaceae,Lindsaea,odorata,var.,japonica,(Baker) K.U. Kramer,(Baker) K.U. Kramer
Adoxaceae,Viburnum,odoratissimum,var.,arboricola,(Hayata) Yamam.,(Hayata) Yamam.
Adoxaceae,Viburnum,odoratissimum,var.,awabuki,(K. Koch) Zabel ex Rmpler,(K. Koch) Zabel ex Rmpler
Orchidaceae,Bulbophyllum,odoratissimum,var.,racemosum,N.P.Balakr.,N.P.Balakr.
Compositae,Carphephorus,odoratissimus,var.,subtropicanus,Wunderlin & B.F.Hansen,Wunderlin & B.F.Hansen
Asparagaceae,Polygonatum,odoratum,var.,maximowiczii,(F.Schmidt) Koidz.,(F.Schmidt) Koidz.
